frequency_hz,vout_real_v,vout_imag_v
2238.721139,-1142.340489,-13.63828333
2264.644308,-1142.343117,-13.47443138
2290.867653,-1142.345685,-13.31236459
2317.39465,-1142.348194,-13.15206151
2344.228815,-1142.350646,-12.99350093
2371.373706,-1142.353042,-12.83666185
2398.832919,-1142.355383,-12.68152351
2426.610095,-1142.357671,-12.52806538
2454.708916,-1142.359907,-12.37626713
2483.133105,-1142.362092,-12.22610867
2511.886432,-1142.364227,-12.07757012
2540.972706,-1142.366313,-11.93063182
2570.395783,-1142.368352,-11.7852743
2600.159563,-1142.370344,-11.64147832
2630.267992,-1142.372291,-11.49922485
2660.72506,-1142.374194,-11.35849503
2691.534804,-1142.376053,-11.21927025
2722.701308,-1142.377869,-11.08153206
2754.228703,-1142.379645,-10.94526223
2786.121169,-1142.381379,-10.8104427
2818.382931,-1142.383074,-10.67705562
2851.018268,-1142.384731,-10.54508334
2884.031503,-1142.386349,-10.41450836
2917.427014,-1142.387931,-10.28531341
2951.209227,-1142.389476,-10.15748136
2985.382619,-1142.390986,-10.03099528
3019.95172,-1142.392462,-9.905838436
3054.921113,-1142.393904,-9.781994236
3090.295433,-1142.395313,-9.659446281
3126.079367,-1142.396689,-9.538178338
3162.27766,-1142.398035,-9.418174346
3198.89511,-1142.399349,-9.299418409
3235.936569,-1142.400633,-9.181894797
3273.406949,-1142.401889,-9.065587942
3311.311215,-1142.403115,-8.950482438
3349.654392,-1142.404313,-8.836563037
3388.441561,-1142.405484,-8.723814649
3427.677865,-1142.406628,-8.612222338
3467.368505,-1142.407745,-8.501771322
3507.51874,-1142.408838,-8.392446968
